,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
2180,2569,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
2181,2570,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2182,2570,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2183,2571,243,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2184,2572,287,LowSeason,[0-1],Nonref,[160-260],[2-2],False
2185,2573,170,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2186,2574,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2187,2575,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2188,2576,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2189,2577,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2190,2579,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2191,2580,277,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
2192,2581,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2193,2582,77,HighSeason,[4-7],Nonref,[0-160],[2-2],True
2194,2583,277,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
2195,2584,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2196,2585,72,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2197,2586,251,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
2198,2587,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
2199,2588,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
2200,2589,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2201,2590,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2202,2591,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2203,2592,295,LowSeason,[0-1],Nonref,[0-160],[2-2],False
2204,2593,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2205,2594,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2206,2595,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2207,2596,291,LowSeason,[0-1],Nonref,[160-260],[2-2],True
2208,2597,270,HighSeason,[2-3],Standard,[160-260],[2-2],True
2209,2598,246,HighSeason,[4-7],Standard,[160-260],[3-4],False
2210,2599,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2211,2600,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2212,2601,285,LowSeason,[2-3],Nonref,[0-160],[2-2],False
2213,2602,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
2214,2604,32,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2215,2605,99,LowSeason,[4-7],Nonref,[160-260],[5-inf],True
2216,2606,189,LowSeason,[4-7],Standard,[160-260],[1-1],True
2217,2607,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2218,2608,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2219,2609,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
2220,2610,50,HighSeason,[2-3],Standard,[160-260],[3-4],False
2221,2611,277,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
2222,1128,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2223,2612,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2224,2614,83,LowSeason,[4-7],Standard,[0-160],[2-2],True
2225,2616,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2226,2617,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2227,1664,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2228,2201,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
2229,2619,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2230,2620,288,LowSeason,[2-3],Nonref,[260-360],[3-4],False
2231,2621,243,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2232,2622,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2233,2623,172,LowSeason,[2-3],Standard,[260-360],[5-inf],False
2234,2624,238,LowSeason,[2-3],Standard,[160-260],[3-4],False
2235,2625,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2236,2626,296,HighSeason,[4-7],Nonref,[160-260],[1-1],True
2237,2627,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2238,2628,251,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
2239,2629,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2240,2630,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
2241,2631,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
2242,2632,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
2243,2633,186,LowSeason,[4-7],Standard,[160-260],[2-2],True
2244,2634,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2245,2636,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2246,2637,170,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2247,2638,225,LowSeason,[2-3],Standard,[160-260],[2-2],False
2248,2639,86,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
2249,2640,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2250,2641,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2251,2642,119,HighSeason,[2-3],Standard,[160-260],[2-2],False
2252,2643,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2253,2644,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2254,2645,238,LowSeason,[2-3],Standard,[160-260],[3-4],False
2255,2646,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2256,2647,70,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
2257,2648,35,OffSeason,[2-3],Standard,[260-360],[3-4],False
2258,1933,198,HighSeason,[2-3],Standard,[260-360],[5-inf],True
2259,2649,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
2260,2651,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2261,2652,210,HighSeason,[2-3],Standard,[260-360],[5-inf],False
2262,2653,50,HighSeason,[2-3],Standard,[160-260],[3-4],False
2263,2655,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2264,2656,263,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2265,2657,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
2266,2658,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2267,2659,243,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2268,2660,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2269,2661,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2270,2662,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
2271,2663,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2272,2664,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2273,2664,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2274,2665,95,HighSeason,[4-7],Standard,[260-360],[5-inf],True
2275,2666,290,LowSeason,[0-1],Standard,[160-260],[5-inf],True
2276,2667,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
2277,2668,95,HighSeason,[4-7],Standard,[260-360],[5-inf],True
2278,2669,277,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
2279,2670,270,HighSeason,[2-3],Standard,[160-260],[2-2],True
2280,2249,297,LowSeason,[0-1],Standard,[260-360],[3-4],True
2281,2671,257,LowSeason,[2-3],Nonref,[160-260],[2-2],False
2282,2672,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
2283,2673,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2284,2674,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2285,1178,238,LowSeason,[2-3],Standard,[160-260],[3-4],False
2286,2675,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2287,2675,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2288,2676,280,LowSeason,[2-3],Standard,[160-260],[1-1],True
2289,2677,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2290,2678,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
2291,2679,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
2292,2680,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
2293,2681,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2294,2682,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2295,2683,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2296,2684,199,HighSeason,[4-7],Standard,[0-160],[2-2],True
2297,2685,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
2298,2686,211,LowSeason,[2-3],Nonref,[160-260],[1-1],False
2299,2687,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2300,1818,298,LowSeason,[0-1],Nonref,[160-260],[1-1],False
2301,2688,249,LowSeason,[2-3],Standard,[260-360],[3-4],True
2302,2689,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2303,2691,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2304,2692,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2305,2693,299,LowSeason,[0-1],Nonref,[260-360],[3-4],True
2306,2694,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
2307,2695,76,HighSeason,[2-3],Standard,[0-160],[2-2],True
2308,2696,170,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2309,2697,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2310,2698,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2311,2699,300,HighSeason,[2-3],Nonref,[0-160],[2-2],False
2312,2700,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2313,1907,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2314,2702,301,LowSeason,[0-1],Nonref,[260-360],[5-inf],False
2315,2703,217,HighSeason,[2-3],Standard,[260-360],[3-4],True
2316,2704,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2317,2705,279,LowSeason,[0-1],Standard,[260-360],[3-4],False
2318,2706,155,LowSeason,[2-3],Standard,[160-260],[3-4],True
2319,2707,278,LowSeason,[2-3],Nonref,[0-160],[2-2],True
2320,2708,295,LowSeason,[0-1],Nonref,[0-160],[2-2],False
2321,2709,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2322,2710,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2323,2711,264,HighSeason,[0-1],Standard,[160-260],[3-4],False
2324,2712,302,LowSeason,[0-1],Nonref,[260-360],[1-1],False
2325,2713,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2326,2714,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2327,2715,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2328,2716,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2329,2717,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2330,2718,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2331,2719,30,OffSeason,[4-7],Standard,[260-360],[3-4],True
2332,2720,303,LowSeason,[2-3],Nonref,[160-260],[1-1],True
2333,2720,303,LowSeason,[2-3],Nonref,[160-260],[1-1],True
2334,2720,303,LowSeason,[2-3],Nonref,[160-260],[1-1],True
2335,2721,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2336,2722,263,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2337,2723,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2338,2724,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2339,2725,190,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
2340,2726,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2341,2727,217,HighSeason,[2-3],Standard,[260-360],[3-4],True
2342,2728,300,HighSeason,[2-3],Nonref,[0-160],[2-2],False
2343,2729,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2344,2730,304,HighSeason,[0-1],Standard,[0-160],[2-2],True
2345,2731,243,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2346,1664,268,LowSeason,[0-1],Nonref,[160-260],[3-4],True
2347,2732,305,HighSeason,[0-1],Nonref,[0-160],[2-2],False
2348,2733,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2349,2734,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2350,2735,59,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
2351,418,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2352,2737,117,HighSeason,[8-inf],Standard,[160-260],[2-2],True
2353,2738,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2354,2739,243,LowSeason,[2-3],Nonref,[260-360],[3-4],True
2355,2740,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2356,2741,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2357,2742,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2358,2743,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2359,2744,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2360,2745,112,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2361,2746,48,HighSeason,[4-7],Standard,[160-260],[5-inf],True
2362,2747,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
2363,1200,189,LowSeason,[4-7],Standard,[160-260],[1-1],True
2364,2748,306,LowSeason,[0-1],Nonref,[260-360],[2-2],False
2365,2749,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2366,2750,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2367,2751,307,LowSeason,[8-inf],Standard,[260-360],[1-1],True
2368,2752,291,LowSeason,[0-1],Nonref,[160-260],[2-2],True
2369,2753,287,LowSeason,[0-1],Nonref,[160-260],[2-2],False
2370,2754,285,LowSeason,[2-3],Nonref,[0-160],[2-2],False
2371,2755,66,OffSeason,[2-3],Nonref,[0-160],[2-2],True
2372,2756,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2373,2757,308,LowSeason,[2-3],Standard,[160-260],,False
2374,50,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2375,2758,119,HighSeason,[2-3],Standard,[160-260],[2-2],False
2376,2759,238,LowSeason,[2-3],Standard,[160-260],[3-4],False
2377,2760,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2378,2761,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
2379,2762,238,LowSeason,[2-3],Standard,[160-260],[3-4],False
2380,2763,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2381,2764,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2382,2766,211,LowSeason,[2-3],Nonref,[160-260],[1-1],False
2383,2767,274,LowSeason,[0-1],Standard,[160-260],[2-2],False
2384,2768,287,LowSeason,[0-1],Nonref,[160-260],[2-2],False
2385,2769,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2386,2770,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2387,2771,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2388,2772,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2389,2658,274,LowSeason,[0-1],Standard,[160-260],[2-2],False
2390,2773,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2391,2774,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2392,2775,309,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2393,2776,238,LowSeason,[2-3],Standard,[160-260],[3-4],False
2394,2777,138,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2395,2778,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2396,2779,170,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2397,2780,246,HighSeason,[4-7],Standard,[160-260],[3-4],False
2398,2781,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2399,2782,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2400,2783,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2401,2784,208,HighSeason,[4-7],Nonref,[160-260],[5-inf],True
2402,2785,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2403,2786,232,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2404,2787,119,HighSeason,[2-3],Standard,[160-260],[2-2],False
2405,2788,310,HighSeason,[4-7],Standard,[260-360],[3-4],False
2406,2789,311,HighSeason,[2-3],Standard,[260-360],[2-2],False
2407,2790,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2408,706,240,LowSeason,[0-1],Standard,[160-260],[3-4],False
2409,2791,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2410,2792,186,LowSeason,[4-7],Standard,[160-260],[2-2],True
2411,2793,270,HighSeason,[2-3],Standard,[160-260],[2-2],True
2412,2795,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2413,2796,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2414,2797,294,LowSeason,[0-1],Nonref,[160-260],[3-4],False
2415,2798,170,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2416,2799,248,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2417,2800,312,OffSeason,[0-1],Nonref,[260-360],[3-4],False
2418,2801,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2419,2802,153,LowSeason,[2-3],Standard,[160-260],[2-2],True
2420,2803,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2421,2804,198,HighSeason,[2-3],Standard,[260-360],[5-inf],True
2422,2763,248,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2423,2805,210,HighSeason,[2-3],Standard,[260-360],[5-inf],False
2424,2806,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2425,2807,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2426,2808,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2427,2204,248,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2428,2809,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2429,2810,313,HighSeason,[4-7],Standard,[160-260],[1-1],False
2430,2811,210,HighSeason,[2-3],Standard,[260-360],[5-inf],False
2431,2812,296,HighSeason,[4-7],Nonref,[160-260],[1-1],True
2432,2813,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2433,2814,314,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2434,2815,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2435,2816,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2436,2817,196,OffSeason,[2-3],Nonref,[260-360],[2-2],True
2437,2818,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2438,2819,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2439,2820,248,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2440,2821,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2441,2822,206,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2442,2751,315,HighSeason,[4-7],Standard,[160-260],[1-1],True
2443,2824,164,HighSeason,[4-7],Nonref,[260-360],[3-4],True
2444,2825,314,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2445,2826,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2446,2827,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2447,2828,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2448,2829,250,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
2449,1805,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2450,2830,316,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2451,2831,317,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2452,2832,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2453,2833,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2454,2834,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
2455,1259,246,HighSeason,[4-7],Standard,[160-260],[3-4],False
2456,2835,314,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2457,2836,314,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2458,2837,270,HighSeason,[2-3],Standard,[160-260],[2-2],True
2459,2838,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2460,2839,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2461,2841,217,HighSeason,[2-3],Standard,[260-360],[3-4],True
2462,2842,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2463,1818,303,LowSeason,[2-3],Nonref,[160-260],[1-1],True
2464,2843,204,HighSeason,[4-7],Nonref,[160-260],[5-inf],False
2465,2844,318,HighSeason,[0-1],Nonref,[0-160],[2-2],True
2466,2845,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2467,2846,318,HighSeason,[0-1],Nonref,[0-160],[2-2],True
2468,2847,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2469,2848,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2470,2849,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2471,2850,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
2472,2851,314,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2473,2852,250,HighSeason,[2-3],Nonref,[160-260],[5-inf],False
2474,2853,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2475,2854,319,HighSeason,[0-1],Standard,[160-260],[1-1],True
2476,2855,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2477,2856,320,HighSeason,[2-3],Standard,[0-160],[1-1],False
2478,2857,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2479,2858,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2480,2859,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2481,2860,317,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2482,2861,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2483,2862,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2484,2863,139,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2485,2864,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
2486,2865,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2487,2866,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2488,2867,50,HighSeason,[2-3],Standard,[160-260],[3-4],False
2489,2868,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2490,2869,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2491,2870,246,HighSeason,[4-7],Standard,[160-260],[3-4],False
2492,2871,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2493,2872,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2494,2873,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
2495,2874,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
2496,2876,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2497,2877,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
2498,2878,170,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2499,2879,321,HighSeason,[4-7],Standard,[160-260],[5-inf],False
2500,2880,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2501,2881,13,LowSeason,[8-inf],Standard,[160-260],[3-4],True
2502,2882,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2503,2883,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2504,2884,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2505,2885,219,HighSeason,[4-7],Nonref,[160-260],[3-4],False
2506,2886,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2507,2887,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
2508,2888,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2509,2889,119,HighSeason,[2-3],Standard,[160-260],[2-2],False
2510,2891,300,HighSeason,[2-3],Nonref,[0-160],[2-2],False
2511,2892,170,HighSeason,[2-3],Nonref,[160-260],[2-2],False
2512,2893,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2513,2894,322,HighSeason,[0-1],Standard,[160-260],[2-2],False
2514,2895,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2515,2896,316,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2516,2897,317,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2517,2898,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2518,2899,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2519,2900,54,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2520,2901,85,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2521,2902,197,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2522,2903,204,HighSeason,[4-7],Nonref,[160-260],[5-inf],False
2523,2904,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2524,2905,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2525,2906,309,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2526,2907,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2527,2908,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2528,2909,314,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2529,2910,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2530,2911,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2531,2912,314,HighSeason,[0-1],Nonref,[160-260],[3-4],True
2532,2913,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2533,2914,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2534,2915,117,HighSeason,[8-inf],Standard,[160-260],[2-2],True
2535,2916,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2536,2917,323,HighSeason,[0-1],Nonref,[160-260],[2-2],False
2537,2919,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2538,2920,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2539,2922,324,HighSeason,[0-1],Nonref,[160-260],[5-inf],True
2540,2924,80,HighSeason,[2-3],Nonref,[160-260],[3-4],False
2541,2925,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2542,2926,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2543,2927,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2544,2928,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2545,2929,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2546,2931,309,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
2547,2932,82,HighSeason,[4-7],Standard,[160-260],[2-2],True
2548,2934,248,HighSeason,[0-1],Nonref,[160-260],[3-4],False
2549,2935,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2550,2936,212,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2551,2937,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2552,2938,96,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
2553,2886,325,HighSeason,[0-1],Standard,[160-260],,False
2554,2939,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2555,2940,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2556,2941,154,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2557,271,316,HighSeason,[2-3],Nonref,[260-360],[3-4],False
2558,2942,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2559,2943,78,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
2560,2944,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2561,2945,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
2562,2946,75,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2563,2947,66,OffSeason,[2-3],Nonref,[0-160],[2-2],True
2564,2948,67,HighSeason,[4-7],Standard,[160-260],[3-4],True
2565,2949,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2566,2950,190,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
2567,2951,317,HighSeason,[0-1],Nonref,[160-260],[2-2],True
2568,2952,219,HighSeason,[4-7],Nonref,[160-260],[3-4],False
